"RegionName","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08"
"Cameron","MO","St. Joseph","DeKalb",3431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000,125000,120000,113900,114500,113900,106000,115000,113950,124500,124500,118550,99950,112450,117300,127500,117300,124900,107567,122000,128750,125000,124900,121500,123000,121750,118000,119750,118000,119900,129900,132450,129900,125000,124950,125000,125000,125000,124900,122450,124900,119600,124900,128950,124950,129900,136250,139900,137500
"Fort Madison","IA","Fort Madison","Lee",3432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93000,93500,89900,87450,84350,88300,93250,95000,109900,109500,114950,119450,122400,107500,102449.5,104950,99249.5
"Marinette","WI","Marinette","Marinette",3433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93250,93900,99500,104900,1e+05,95200,99975,1e+05,99900,94900,91250,93750,90999.5,92500,92500,88000,94900,96750,84900,86900,86900,84995,97400,103200,99900,96200,98900,86500,94900,99900,95200,109950,99200,104900,99900,104900,98900,114900,104900,109900,99900,114900,118250,124900,119900,108950
"McAlester","OK","McAlester","Pittsburg",3434,109900,109950,109700,105000,99700,99250,93750,94000,92750,99900,114900,113000,109900,109900,106250,99900,109400,115000,115500,110000,109950,110450,113500,110500,114500,110900,118250,110000,115000,109900,109900,109900,108500,107625,109900,109900,109900,99500,102500,102500,119900,122000,124000,119900,119950,120000,115450,115900,119800,114900,115000,115000,118500,119900,118250,119900,120900,125000,120447.5,120900,119900,124700,124950,124950,119900,122000,124900,125000,124000,119900,119900,119000,116450,112000,121900,124450,125000,125750,125000,125000,122500,117500,114950,105000,110600,109900,115000,119900,124900,119450,119500,119900
"Town of Delavan","WI","Whitewater","Walworth",3435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184500,169900,168900,159950,174500,175000,178450,178450,160000,169900,169900,167500,176500,166700,153500,158000,164900,159000,169250,169999,169900,169500,169000,169000,165950,159900,170500,174900,177350,179900,189900,189900,199000,199700,189000,174900,169950,179450,179000,179900,179000,179900,184950,194500,195000,189900
"Lancaster","KY",,"Garrard",3436,165000,154950,161900,159900,155000,156950,156950,150000,156750,149900,150000,148950,145000,149450,149900,156700,149900,149900,149900,145900,145900,149900,146200,139900,149900,149900,145000,147250,145250,142200,145900,149200,144900,142900,139950,141400,142950,142900,143250,149900,145000,145000,149900,150000,142900,134900,129900,119900,114950,115750,123250,126500,129900,127000,129000,134900,129900,129900,134950,139000,135000,146250,139900,139900,149450,149900,147000,144950,140000,149000,141500,143000,143750,144700,139900,144900,142900,149900,139900,154750,144950,139000,135950,139000,151450,144900,147450,149900,167000,168975,170000,170000
"Kountze","TX","Beaumont","Hardin",3437,,,,,137900,154000,149450,144950,154000,149500,144900,144900,142400,132400,140000,134900,143500,144500,156950,154000,139450,159900,159900,139000,145000,145000,155000,181632,181632,177000,169900,160000,149900,153750,160000,148950,169750,169500,172449.5,185000,185000,169999,174900,159500,154400,162000,162000,159450,153450,163500,165000,169000,154900,150000,139900,139900,139900,149450,149900,139900,149900,159000,148500,149500,144900,150000,150000,156750,150000,150000,159900,157500,155000,159900,159900,155000,157000,159000,159000,164900,167400,169900,171950,174000,183950,168137.5,170000,172450,184000,164900,179000,184000
"Westwood Lake","FL","Miami-Fort Lauderdale","Miami-Dade",3438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249900,246450,254900,255900,253450,250000,249900,249900,254500,258500,269500,269900,279900,289977,279900,285000,295500,269900,275000,273000,269500,287200,296450,298500,303750,298000,303000,298500,307450,310000,310000,295000,309900,320000,314950,320000,320000,320000,345000,345000,349811,362418.5,360000,364999,360000,361000
"Cedar Grove","NJ","New York","Essex",3439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534900,509499.5,499000,459000,479000,519450,491000,472000,496200,549500,566887.5,578875,539450,549999,549949.5,499900,498000,499450,489000,498000,499900,499000,495500,462450,455000,439450,439000,425000,444500,450000,449000,450000,475000,499000,454950,464450,464000,440000,459000,449000,449000,449000,459000,475000,519000,607000,644950,539900,474500,489450,499000,539900,539900,494450,499000
"Greenwood","AR","Fort Smith","Sebastian",3440,149200,149925,144900,145000,145000,149950,149925,145000,145000,147750,144900,137900,136000,124950,130900,139900,138750,139000,139900,143500,149500,139947.5,139900,139900,142750,142250,147700,149900,149900,142000,143000,134800,134400,136165,138200,139000,142450,139900,137400,138500,137900,138900,145500,139900,139950,144900,147900,154500,144650,139900,136900,139900,142200,145000,145450,147750,148500,144500,144500,139900,139900,135900,138900,139900,141000,147450,140700,137500,135999,140750,153450,145900,145900,141500,141500,128900,129900,139400,143950,141950,139900,138000,134371.5,135000,139900,139000,143000,140000,146900,151000,153700,148000
